Experiment,Cage,Microbiome,Diet,Date,Week,Start Weight,End Weight,,Gender,Notes,,
3,1,Wildling,Chow,11/15/18,,182.2,89.64,18.512,Female,,,
1,1,Wild,Fat,11/15/18,,91.7,75.16,16.54,Male,,,
1,2,Wild,Fat,11/15/18,,94.21,73.91,20.3,Male,,,
1,3,Wild,Fat,11/15/18,,88.6,68.65,19.95,Male,,,
1,4,Wild,Fat,11/15/18,,91.35,72.75,18.6,Male,,,
1,5,Wild,Fat,11/15/18,,92.89,74.53,18.36,Male,,,
1,6,Wild,Fat,11/15/18,,96.08,73.88,22.2,Male,,,
1,7,Wild,Fat,11/15/18,,95.59,76.91,18.68,Male,,,
1,1,Wild,Chow,11/15/18,,90.58,64.56,26.02,Male,,,
1,2,Wild,Chow,11/15/18,,9.11,71.01,-61.9,Male,,,
1,3,Wild,Chow,11/15/18,,95.84,69.91,25.93,Male,,,
1,4,Wild,Chow,11/15/18,,93.27,68.52,24.75,Male,,,
1,5,Wild,Chow,11/15/18,,91.92,68.1,23.82,Male,,,
1,6,Wild,Chow,11/15/18,,92.81,65.77,27.04,Male,,,
1,7,Wild,Chow,11/15/18,,92.82,66.99,25.83,Male,,,
3,1,Wildling,Fat,11/21/18,,184.8,106.77,19.5075,Female,,,
3,3,Wildling,Fat,11/21/18,,180.84,87.24,18.72,Female,,,
3,4,Wildling,Fat,11/21/18,,184.89,109.48,15.082,Female,,,
3,1,Wildling,Chow,11/21/18,,181.57,78.63,20.588,Female,,,
1,1,Wild,Fat,11/21/18,,91.52,76.67,14.85,Male,,,
1,2,Wild,Fat,11/21/18,,89.53,70.51,19.02,Male,,,
1,3,Wild,Fat,11/21/18,,94.27,75.32,18.95,Male,,,
1,4,Wild,Fat,11/21/18,,94.27,71.83,22.44,Male,,,
1,5,Wild,Fat,11/21/18,,92.35,72.96,19.39,Male,,,
1,6,Wild,Fat,11/21/18,,93.93,72.12,21.81,Male,,,
1,7,Wild,Fat,11/21/18,,87.03,68.12,18.91,Male,,,
1,1,Wild,Chow,11/21/18,,93.23,66.63,26.6,Male,,,
1,2,Wild,Chow,11/21/18,,89.51,64.77,24.74,Male,,,
1,3,Wild,Chow,11/21/18,,90.83,70.85,19.98,Male,,,
1,4,Wild,Chow,11/21/18,,95.58,69.81,25.77,Male,,,
1,5,Wild,Chow,11/21/18,,90.54,66.57,23.97,Male,,,
1,6,Wild,Chow,11/21/18,,95.77,69.14,26.63,Male,,,
1,7,Wild,Chow,11/21/18,,93.97,66.6,27.37,Male,,,
3,1,Lab,Fat,11/23/18,,230.06,163.06,16.75,Female,,,
3,3,Lab,Fat,11/23/18,,215.09,162.73,10.472,Female,,,
3,4,Lab,Fat,11/23/18,,181.3,120.34,12.192,Female,,,
3,1,Lab,Chow,11/23/18,,224.37,131.43,18.588,Female,,,
3,3,Lab,Chow,11/23/18,,245.8,171.64,18.54,Female,,,
1,1,Lab,Fat,11/23/18,,117.39,99.45,17.94,Male,,,
1,2,Lab,Fat,11/23/18,,103.84,86.61,17.23,Male,,,
1,3,Lab,Fat,11/23/18,,122.33,104.05,18.28,Male,,,
1,4,Lab,Fat,11/23/18,,88.75,71.82,16.93,Male,,,
1,5,Lab,Fat,11/23/18,,89.14,69.54,19.6,Male,,,
1,6,Lab,Fat,11/23/18,,88.1,70.16,17.94,Male,,,
1,7,Lab,Fat,11/23/18,,143.36,120.88,22.48,Male,,,
1,8,Lab,Fat,11/23/18,,157.51,134,23.51,Male,,,
1,1,Lab,Chow,11/23/18,,123.74,94.23,29.51,Male,,,
1,2,Lab,Chow,11/23/18,,125.25,98.56,26.69,Male,,,
1,3,Lab,Chow,11/23/18,,133.59,107.29,26.3,Male,,,
1,4,Lab,Chow,11/23/18,,134.93,110.35,24.58,Male,,,
1,5,Lab,Chow,11/23/18,,109.09,81.24,27.85,Male,,,
1,6,Lab,Chow,11/23/18,,96.82,71.32,25.5,Male,,,
1,7,Lab,Chow,11/23/18,,132.94,104.71,28.23,Male,,,
2,1,Lab,Fat,11/23/18,,110.61,86.86,23.75,Male,,,
2,2,Lab,Fat,11/23/18,,125.78,98.83,26.95,Male,,,
2,3,Lab,Fat,11/23/18,,110.32,82.48,27.84,Male,,,
2,4,Lab,Fat,11/23/18,,101.41,74.54,26.87,Male,,,
2,5,Lab,Fat,11/23/18,,110.89,80.78,30.11,Male,,,
2,6,Lab,Fat,11/23/18,,115.78,90.87,24.91,Male,,,
2,7,Lab,Fat,11/23/18,,103.56,75.03,28.53,Male,,,
2,8,Lab,Fat,11/23/18,,104.24,71.7,32.54,Male,,,
2,9,Lab,Fat,11/23/18,,111.16,81.66,29.5,Male,,,
2,10,Lab,Fat,11/23/18,,102.98,70.6,32.38,Male,,,
2,11,Lab,Fat,11/23/18,,119.8,93.72,26.08,Male,,,
2,12,Lab,Fat,11/23/18,,121.59,93.27,28.32,Male,,,
2,1,Lab,Chow,11/23/18,,100.56,72.54,28.02,Male,,,
2,2,Lab,Chow,11/23/18,,108.93,83.4,25.53,Male,,,
2,3,Lab,Chow,11/23/18,,106.34,73.42,32.92,Male,,,
2,4,Lab,Chow,11/23/18,,99.5,68.32,31.18,Male,,,
2,5,Lab,Chow,11/23/18,,112.34,82.1,30.24,Male,,,
2,6,Lab,Chow,11/23/18,,106.02,81.95,24.07,Male,,,
2,7,Lab,Chow,11/23/18,,110.09,80.53,29.56,Male,,,
2,8,Lab,Chow,11/23/18,,123.39,92.58,30.81,Male,,,
3,1,Wildling,Fat,11/28/18,,163.3,72.8,22.625,Female,,,
3,3,Wildling,Fat,11/28/18,,182.79,87.61,19.036,Female,,,
3,4,Wildling,Fat,11/28/18,,197.89,96.01,20.376,Female,,,
3,1,Wildling,Chow,11/28/18,,172.4,57.15,23.05,Female,,,
1,1,Wild,Fat,11/28/18,,76.67,55.79,20.88,Male,,,
1,2,Wild,Fat,11/28/18,,70.51,46.53,23.98,Male,,,
1,3,Wild,Fat,11/28/18,,75.32,49.41,25.91,Male,,,
1,4,Wild,Fat,11/28/18,,71.83,47.68,24.15,Male,,,
1,5,Wild,Fat,11/28/18,,72.96,49.77,23.19,Male,,,
1,6,Wild,Fat,11/28/18,,72.12,47.9,24.22,Male,,,
1,7,Wild,Fat,11/28/18,,68.12,47.46,20.66,Male,,,
1,1,Wild,Chow,11/28/18,,66.63,33.33,33.3,Male,,,
1,2,Wild,Chow,11/28/18,,64.77,36.8,27.97,Male,,,
1,3,Wild,Chow,11/28/18,,70.85,40.09,30.76,Male,,,
1,4,Wild,Chow,11/28/18,,69.81,41,28.81,Male,,,
1,5,Wild,Chow,11/28/18,,66.57,37.8,28.77,Male,,,
1,6,Wild,Chow,11/28/18,,69.14,38.17,30.97,Male,,,
1,7,Wild,Chow,11/28/18,,66.6,33.13,33.47,Male,,,
3,1,Lab,Fat,11/30/18,,222.62,185,9.405,Female,,,
3,3,Lab,Fat,11/30/18,,268.85,225.54,8.662,Female,,,
3,4,Lab,Fat,11/30/18,,250.03,191.21,11.764,Female,,,
3,1,Lab,Chow,11/30/18,,255.72,197,11.744,Female,,,
3,3,Lab,Chow,11/30/18,,277.68,223.04,13.66,Female,,,
1,1,Lab,Fat,11/30/18,,111.28,99.36,11.92,Male,,,
1,2,Lab,Fat,11/30/18,,105.02,92.83,12.19,Male,,,
1,3,Lab,Fat,11/30/18,,122.45,110.7,11.75,Male,,,
1,4,Lab,Fat,11/30/18,,105.8,93.5,12.3,Male,,,
1,5,Lab,Fat,11/30/18,,111.06,96.4,14.66,Male,,,
1,6,Lab,Fat,11/30/18,,113.23,99.99,13.24,Male,,,
1,7,Lab,Fat,11/30/18,,111.1,96.38,14.72,Male,,,
1,8,Lab,Fat,11/30/18,,116.76,101.36,15.4,Male,,,
1,1,Lab,Chow,11/30/18,,127.81,108.09,19.72,Male,,,
1,2,Lab,Chow,11/30/18,,145.93,126.47,19.46,Male,,,
1,3,Lab,Chow,11/30/18,,130.93,112,18.93,Male,,,
1,4,Lab,Chow,11/30/18,,139.33,121.9,17.43,Male,,,
1,5,Lab,Chow,11/30/18,,145.32,125.6,19.72,Male,,,
1,6,Lab,Chow,11/30/18,,134.89,116.13,18.76,Male,,,
1,7,Lab,Chow,11/30/18,,133.16,114.56,18.6,Male,,,
2,1,Lab,Fat,11/30/18,,115.85,102.52,13.33,Male,,,
2,2,Lab,Fat,11/30/18,,118.89,103.4,15.49,Male,,,
2,3,Lab,Fat,11/30/18,,113.03,99.74,13.29,Male,,,
2,4,Lab,Fat,11/30/18,,113.08,98.05,15.03,Male,,,
2,5,Lab,Fat,11/30/18,,108.47,93,15.47,Male,,,
2,6,Lab,Fat,11/30/18,,109.9,96.78,13.12,Male,,,
2,7,Lab,Fat,11/30/18,,111.5,97.14,14.36,Male,,,
2,8,Lab,Fat,11/30/18,,103.12,85.38,17.74,Male,,,
2,9,Lab,Fat,11/30/18,,106.13,91.8,14.33,Male,,,
2,10,Lab,Fat,11/30/18,,106.72,89.06,17.66,Male,,,
2,11,Lab,Fat,11/30/18,,137.88,121.18,16.7,Male,,,
2,12,Lab,Fat,11/30/18,,170.33,153.95,16.38,Male,,,
2,1,Lab,Chow,11/30/18,,143.67,123.61,20.06,Male,,,
2,2,Lab,Chow,11/30/18,,136.51,118.66,17.85,Male,,,
2,3,Lab,Chow,11/30/18,,132.11,110.78,21.33,Male,,,
2,4,Lab,Chow,11/30/18,,130.78,111.24,19.54,Male,,,
2,5,Lab,Chow,11/30/18,,130.33,110.84,19.49,Male,,,
2,6,Lab,Chow,11/30/18,,132.23,114.04,18.19,Male,,,
2,7,Lab,Chow,11/30/18,,126.93,107.97,18.96,Male,,,
2,8,Lab,Chow,11/30/18,,122.01,101.89,20.12,Male,,,
3,1,Lab,Fat,12/5/18,,251.38,154.59,24.1975,Female,,,
3,3,Lab,Fat,12/5/18,,200.05,128.64,14.282,Female,,,
3,4,Lab,Fat,12/5/18,,217.7,134.02,16.736,Female,,,
3,1,Lab,Chow,12/5/18,,285.83,187.41,19.684,Female,,,
3,3,Lab,Chow,12/5/18,,210.5,114.39,24.0275,Female,,,
1,1,Lab,Fat,12/5/18,,92.51,69.56,22.95,Male,,,
1,2,Lab,Fat,12/5/18,,98.64,85.26,13.38,Male,,,
1,3,Lab,Fat,12/5/18,,92.19,68.52,23.67,Male,,,
1,4,Lab,Fat,12/5/18,,93.12,68.77,24.35,Male,,,
1,5,Lab,Fat,12/5/18,,96.91,72.76,24.15,Male,,,
1,6,Lab,Fat,12/5/18,,88.49,66.34,22.15,Male,,,
1,7,Lab,Fat,12/5/18,,91.85,70.22,21.63,Male,,,
1,8,Lab,Fat,12/5/18,,104.07,79.29,24.78,Male,,,
1,1,Lab,Chow,12/5/18,,124.1,91.17,32.93,Male,,,
1,2,Lab,Chow,12/5/18,,103.6,69.07,34.53,Male,,,
1,3,Lab,Chow,12/5/18,,102.66,70,32.66,Male,,,
1,4,Lab,Chow,12/5/18,,101.09,71.28,29.81,Male,,,
1,5,Lab,Chow,12/5/18,,106.07,70.74,35.33,Male,,,
1,6,Lab,Chow,12/5/18,,93.23,60.46,32.77,Male,,,
1,7,Lab,Chow,12/5/18,,112.4,79.83,32.57,Male,,,
2,1,Lab,Fat,12/5/18,,89.11,62.91,26.2,Male,,,
2,2,Lab,Fat,12/5/18,,104.65,75.14,29.51,Male,,,
2,3,Lab,Fat,12/5/18,,92.85,64.95,27.9,Male,,,
2,4,Lab,Fat,12/5/18,,81.68,54.57,27.11,Male,,,
2,5,Lab,Fat,12/5/18,,96.37,68.52,27.85,Male,,,
2,6,Lab,Fat,12/5/18,,93.07,68.46,24.61,Male,,,
2,7,Lab,Fat,12/5/18,,90.96,62.66,28.3,Male,,,
2,8,Lab,Fat,12/5/18,,98.93,57.99,40.94,Male,,,
2,9,Lab,Fat,12/5/18,,93.92,73.37,20.55,Male,,,
2,10,Lab,Fat,12/5/18,,90,64.06,25.94,Male,,,
2,11,Lab,Fat,12/5/18,,183.3,155.71,27.59,Male,,,
2,12,Lab,Fat,12/5/18,,151.4,121.66,29.74,Male,,,
2,1,Lab,Chow,12/5/18,,103.93,68.5,35.43,Male,,,
2,2,Lab,Chow,12/5/18,,115.76,81.24,34.52,Male,,,
2,3,Lab,Chow,12/5/18,,100.07,59.87,40.2,Male,,,
2,4,Lab,Chow,12/5/18,,105.34,67.68,37.66,Male,,,
2,5,Lab,Chow,12/5/18,,89.48,55.58,33.9,Male,,,
2,6,Lab,Chow,12/5/18,,100.86,73.1,27.76,Male,,,
2,7,Lab,Chow,12/5/18,,106.12,72.21,33.91,Male,,,
2,8,Lab,Chow,12/5/18,,113.91,79.49,34.42,Male,,,
3,1,Wildling,Fat,12/6/18,,186.94,121.62,16.33,Female,,,
3,3,Wildling,Fat,12/6/18,,153.84,96.44,11.48,Female,,,
3,4,Wildling,Fat,12/6/18,,151.44,93.12,11.664,Female,,,
3,1,Wildling,Chow,12/6/18,,187.89,113.1,14.958,Female,,,
1,1,Wild,Fat,12/6/18,,57.52,41.94,15.58,Male,,,
1,2,Wild,Fat,12/6/18,,55.36,39.03,16.33,Male,,,
1,3,Wild,Fat,12/6/18,,53.89,40.56,13.33,Male,,,
1,4,Wild,Fat,12/6/18,,59.81,37.75,22.06,Male,,,
1,5,Wild,Fat,12/6/18,,58.72,43.71,15.01,Male,,,
1,6,Wild,Fat,12/6/18,,84.6,66.75,17.85,Male,,,
1,7,Wild,Fat,12/6/18,,89.42,77.04,12.38,Male,,,
1,1,Wild,Chow,12/6/18,,95.04,69.89,25.15,Male,,,
1,2,Wild,Chow,12/6/18,,88.1,65.67,22.43,Male,,,
1,3,Wild,Chow,12/6/18,,92.41,70,22.41,Male,,,
1,4,Wild,Chow,12/6/18,,89.74,66.47,23.27,Male,,,
1,5,Wild,Chow,12/6/18,,90.03,67.26,22.77,Male,,,
1,6,Wild,Chow,12/6/18,,93,68.56,24.44,Male,,,
1,7,Wild,Chow,12/6/18,,94.37,69.15,25.22,Male,,,
3,1,Wildling,Fat,12/11/18,,177.65,,44.4125,Female,,,
3,3,Wildling,Fat,12/11/18,,184.28,,36.856,Female,,,
3,4,Wildling,Fat,12/11/18,,175.59,,35.118,Female,,,
3,1,Wildling,Chow,12/11/18,,113.1,,22.62,Female,,,
1,1,Wildling,Fat,12/11/18,,80.7,,80.7,Male,,,
1,2,Wildling,Fat,12/11/18,,78.74,,78.74,Male,,,
1,3,Wildling,Fat,12/11/18,,81.04,,81.04,Male,,,
1,4,Wildling,Fat,12/11/18,,77.62,,77.62,Male,,,
1,5,Wildling,Fat,12/11/18,,84.04,,84.04,Male,,,
1,6,Wildling,Fat,12/11/18,,79.26,,79.26,Male,,,
1,7,Wildling,Fat,12/11/18,,75.31,,75.31,Male,,,
1,1,Wildling,Chow,12/11/18,,80.87,,80.87,Male,,,
1,2,Wildling,Chow,12/11/18,,82.84,,82.84,Male,,,
1,3,Wildling,Chow,12/11/18,,81.05,,81.05,Male,,,
1,4,Wildling,Chow,12/11/18,,83.47,,83.47,Male,,,
1,5,Wildling,Chow,12/11/18,,84.43,,84.43,Male,,,
1,6,Wildling,Chow,12/11/18,,85.77,,85.77,Male,,,
1,7,Wildling,Chow,12/11/18,,80.84,,80.84,Male,,,
2,1,Wildling,High Fat,12/11/18,,53.67,,53.67,Male,,,
2,2,Wildling,High Fat,12/11/18,,43,,43,Male,,,
2,3,Wildling,High Fat,12/11/18,,66.51,,66.51,Male,,,
2,4,Wildling,High Fat,12/11/18,,64.19,,64.19,Male,,,
2,5,Wildling,High Fat,12/11/18,,65,,65,Male,,,
2,6,Wildling,High Fat,12/11/18,,44.57,,44.57,Male,,,
2,7,Wildling,High Fat,12/11/18,,47.1,,47.1,Male,,,
2,8,Wildling,High Fat,12/11/18,,41.32,,41.32,Male,,,
2,9,Wildling,High Fat,12/11/18,,42.31,,42.31,Male,,,
2,10,Wildling,High Fat,12/11/18,,45.61,,45.61,Male,,,
2,11,Wildling,High Fat,12/11/18,,45.4,,45.4,Male,,,
2,12,Wildling,High Fat,12/11/18,,44.26,,44.26,Male,,,
2,13,Wildling,High Fat,12/11/18,,43.37,,43.37,Male,,,
2,14,Wildling,High Fat,12/11/18,,61.59,,61.59,Male,,,
2,15,Wildling,High Fat,12/11/18,,81.78,,81.78,Male,,,
2,1,Wildling,Chow,12/11/18,,85.95,,85.95,Male,,,
2,2,Wildling,Chow,12/11/18,,89.95,,89.95,Male,,,
2,3,Wildling,Chow,12/11/18,,94.48,,94.48,Male,,,
2,4,Wildling,Chow,12/11/18,,92.76,,92.76,Male,,,
2,5,Wildling,Chow,12/11/18,,92.81,,92.81,Male,,,
2,6,Wildling,Chow,12/11/18,,82.73,,82.73,Male,,,
2,7,Wildling,Chow,12/11/18,,94.9,,94.9,Male,,,
2,8,Wildling,Chow,12/11/18,,97,,97,Male,,,
2,9,Wildling,Chow,12/11/18,,94.41,,94.41,Male,,,
2,10,Wildling,Chow,12/11/18,,88.95,,88.95,Male,,,
3,1,Lab,Fat,12/14/18,,252.26,,63.065,Female,,,
3,3,Lab,Fat,12/14/18,,230.5,,46.1,Female,,,
3,4,Lab,Fat,12/14/18,,225.25,,45.05,Female,,,
3,1,Lab,Chow,12/14/18,,269.5,,53.9,Female,,,
3,3,Lab,Chow,12/14/18,,267.36,,66.84,Female,,,
1,1,Lab,Fat,12/14/18,,114.1,,114.1,Male,,,
1,2,Lab,Fat,12/14/18,,118.51,,118.51,Male,,,
1,3,Lab,Fat,12/14/18,,116.92,,116.92,Male,,,
1,4,Lab,Fat,12/14/18,,115.01,,115.01,Male,,,
1,5,Lab,Fat,12/14/18,,113.33,,113.33,Male,,,
1,6,Lab,Fat,12/14/18,,115.14,,115.14,Male,,,
1,7,Lab,Fat,12/14/18,,129.51,,129.51,Male,,,
1,8,Lab,Fat,12/14/18,,130.21,,130.21,Male,,,
1,1,Lab,Chow,12/14/18,,139.56,,139.56,Male,,,
1,2,Lab,Chow,12/14/18,,132.4,,132.4,Male,,,
1,3,Lab,Chow,12/14/18,,128.56,,128.56,Male,,,
1,4,Lab,Chow,12/14/18,,138.34,,138.34,Male,,,
1,5,Lab,Chow,12/14/18,,137.32,,137.32,Male,,,
1,6,Lab,Chow,12/14/18,,132.43,,132.43,Male,,,
1,7,Lab,Chow,12/14/18,,125.48,,125.48,Male,,,
2,1,Lab,Fat,12/14/18,,117.58,,117.58,Male,,,
2,2,Lab,Fat,12/14/18,,121.53,,121.53,Male,,,
2,3,Lab,Fat,12/14/18,,110.36,,110.36,Male,,,
2,4,Lab,Fat,12/14/18,,125.6,,125.6,Male,,,
2,5,Lab,Fat,12/14/18,,127.14,,127.14,Male,,,
2,6,Lab,Fat,12/14/18,,113.34,,113.34,Male,,,
2,7,Lab,Fat,12/14/18,,114.46,,114.46,Male,,,
2,8,Lab,Fat,12/14/18,,129,,129,Male,,,
2,9,Lab,Fat,12/14/18,,124.68,,124.68,Male,,,
2,10,Lab,Fat,12/14/18,,118.26,,118.26,Male,,,
2,11,Lab,Fat,12/14/18,,123.74,,123.74,Male,,,
2,12,Lab,Fat,12/14/18,,183.27,,183.27,Male,,,
2,1,Lab,Chow,12/14/18,,145.59,,145.59,Male,,,
2,2,Lab,Chow,12/14/18,,136.61,,136.61,Male,,,
2,3,Lab,Chow,12/14/18,,137.58,,137.58,Male,,,
2,4,Lab,Chow,12/14/18,,124.79,,124.79,Male,,,
2,5,Lab,Chow,12/14/18,,127.94,,127.94,Male,,,
2,6,Lab,Chow,12/14/18,,136.33,,136.33,Male,,,
2,7,Lab,Chow,12/14/18,,125.65,,125.65,Male,,,
2,8,Lab,Chow,12/14/18,,141.82,,141.82,Male,,,
